pints_sha,date_time,seed,kld,mean-ess
unknown-1619473938,2021-04-26T22:52:18,1619473938,0.9769295057409932,13.440331065424989
unknown-1619473938,2021-04-26T22:52:18,1619473939,0.8824573286143127,13.354365595533888
unknown-1619473938,2021-04-26T22:52:18,1619473940,0.917469889553872,13.625657024868522
unknown-1619473938,2021-04-26T22:52:18,1619473941,1.1627040254235226,15.306321701713651
unknown-1619473938,2021-04-26T22:52:18,1619473942,0.5907296441001502,8.955039689829329
unknown-1619475292,2021-04-26T23:14:52,1619475292,0.7870579800217465,10.352080341827138
unknown-1619475292,2021-04-26T23:14:52,1619475293,0.7000072302686271,7.0807996124339425
unknown-1619475292,2021-04-26T23:14:52,1619475294,0.9260519186137328,11.167998572370454
unknown-1619475292,2021-04-26T23:14:52,1619475295,0.9762497709974873,12.99171207946219
unknown-1619475292,2021-04-26T23:14:52,1619475296,0.9353040448962564,11.453538043406137
