pints_sha,date_time,seed,kld,mean-ess
unknown-1619473962,2021-04-26T22:52:42,1619473962,0.0002931049481618,905.643800796964
unknown-1619473962,2021-04-26T22:52:42,1619473963,9.826767093867872e-05,889.6432690518666
unknown-1619473962,2021-04-26T22:52:42,1619473964,0.000210961311353,881.5574020797416
unknown-1619473962,2021-04-26T22:52:42,1619473965,0.0001211371880187,921.7931087524472
unknown-1619473962,2021-04-26T22:52:42,1619473966,5.476427662598482e-05,872.0888025900831
unknown-1619475316,2021-04-26T23:15:16,1619475316,0.0001717272201569,901.646734127528
unknown-1619475316,2021-04-26T23:15:16,1619475317,7.384025987389187e-05,890.592583948712
unknown-1619475316,2021-04-26T23:15:16,1619475318,0.0003742053419875,899.1819234802085
unknown-1619475316,2021-04-26T23:15:16,1619475319,0.0001021544465491,925.8522817089226
unknown-1619475316,2021-04-26T23:15:16,1619475320,0.0001279027307172,882.3846335384142
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:19:52,1619475592,5.5996672289504446e-05,913.7110501406772
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:19:52,1619475593,0.0002502553299426,918.5983928301854
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:19:52,1619475594,0.0001137735689091,880.219906690646
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:19:52,1619475595,0.0003197387455651,904.3478574735656
ac0bf23f22ab042ba95c41a5a8607f3bd69b238e,2021-04-26T22:19:52,1619475596,0.0001058154315018,928.6194843673009
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:53:50,1620118430,0.0001854243875665,897.8941478202075
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:53:50,1620118431,0.0002933909289342,923.9331959537324
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:53:50,1620118432,0.0002077416278105,933.9193290390546
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:53:50,1620118433,0.0001507056342651,935.8510921569472
e580c62bead03ab25bc5b4608470d48348c5197b,2021-05-04T08:53:50,1620118434,2.57589341821074e-05,915.168569451805
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:05:39,1620133539,0.00022739781319369712,900.3409552589771
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:05:39,1620133540,0.0001879909101014654,883.5115682316143
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:05:39,1620133541,0.0001736917667909399,874.2770665665381
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:05:39,1620133542,0.00012642364116466354,911.3106373034901
7a7d9abc5f3b9d23604ed4ed86869d723a7e125c,2021-05-04T13:05:39,1620133543,0.00010374819031921945,894.7156837781431
